Text,label
damn its like there black bunny playing peek a boo. HAHA girl is still fucking cute though fo sho.,NAG
I wish I could take the credit... fuck it I'm going to try to,NAG
And that's why losing those people sucks as much as it does,NAG
Need to spend some time with Moneywell but having to stick with iBank for now - even if I hate it.,NAG
fuck yeah!,NAG
Nope.  Just like there's nowhere you can act an ass on the internet without the entire world hearing about it. Fact o' life.,NAG
Hey  no big. It's not my ass that's showing.,NAG
i hate when they forget my extra 2 liter!!!!!,NAG
112 feet long? Damn!,NAG
"Well ""That n*gga sucks"" and what? Lol Im kiddin :-)",NAG
DAMN!!!! I'm MAD I just left there now lol,NAG
For some reason I really hate that movie and those books. Bunch of weak ass vampires.,NAG
How's my favorite in the holiday spirit guinea pig this morning?,NAG
http://twitpic.com/y2yl - That. Fucking. Rules.,NAG
NOES! I am younger then @tirb... but... FINE! You fucking win... jeez.,NAG
that's excellent advice. thanks. i'd hate to be trapped by my own clothes,NAG
chica i am too beat to go any damn where  pero i want pancakes. bad. :(,NAG
awww damn. sending healing light.,NAG
"@nezua @cripchick  at 0:37 ""i hate black pepper!"" http://tinyurl.com/69rbnb",NAG
"""hatin ass"" is one of my favorites. thank you.",NAG
chiiiiiiiiiiild! that mess is sickening. hate hate hate HATE it. ugh. it's so tacky. i blame freeway.,NAG
i know - i just HATE IT! HATE IT HATE IT! LOL im such a horrible people-pleaser! made me nauseous to press send :o(,NAG
#NAME?,NAG
- welcome to Twitter!  I'd love to see a Munchkin-themed Fail Whale ... :-),NAG
It's good for what ails ye! I used to hate vegemite as a kid. Now though  on hot buttered toast... nomnom indeed!,NAG
That sucks dude  I can give you all my  media if you want a head start on getting it all back...let me know,NAG
I try my 17yo is a band follower & I am the driver. So we have been to many cities & I hate driving. Next trip not till Feb,NAG
He is still trying to figure out who to side with. And how not to piss off the Islamists world.,NAG
it's called ooops... aim signed me off.. damn interents,NAG
ha ha so fucking snobbish now son!!! .... lol.. I love it,NAG
and we spent hours together (with her husband) picking out their favorites... so I use them... and then they say they hate that photo,NAG
@joeljohnson corporate blogging still sucks because there's no strategy or measurable goals defined,NAG
pig's ear beer festival,NAG
Yes! But so am I so I can't hate!,NAG
Hellz Yes! Remind me not to piss you off! Rember the candy bars I got you! Gotta play nice!,NAG
LOL! I give @johnhenrymuller all the props in the world he is holding down a family and working his ass off though so he wins.,NAG
Hey dude  SuperJail is the fucking JAM. You can watch 'em all streaming here: http://tinyurl.com/5n55hg,NAG
son i cant decide cuz the blackberry is sooo delish! oh and yea ill do that cd.. if i can find a damn blank cd lol,NAG
I KNOW!!!! makes my fucking dayyy!!! shes HUGE,NAG
Lmao  I broke the shorts out the other day.. Thats why I sports a hoody and shorts half the damn time!,NAG
Sorry all sucks. But let us know when you need a moving crew on the cheap. I can be paid in beer.,NAG
Cure emo or Dashboard Confessional emo? 2 different sets of issues. Either need a razorblade or a girlfriend... What's the deal?,NAG
Is Windows Live now a Facebook wannabe? http://tinyurl.com/6py66j,NAG
it's a damn sight better than that 'mercy' BS,NAG
don't you hate waiting on the cable guy.,NAG
damn - i was excited for a moment - but they aren't complete books :(,NAG
Yes  Dick York. His animation was the best with that big nose and skinny legs. What memories.,NAG
Oh  well  just try not to piss him off too much. I don't think I can save you from him  yet. Unless the cars done...,NAG
lol  what?  Tell Danielle that I have mad skills when it comes to reading people  fuck.,NAG
"-Steffy-""",NAG
idk who she is  I just found the link on /b/  couldn't stop laughing and then thought 'omglol Fray would hate her roflrofl',NAG
"Buaha  atleast im doing my ""fun"" homework right now.. This is one ugly ass Squirrel... and it's not finished yet.",NAG
Release your anger  let the hate flow through you. And your journey towards the darkside will be complete.,NAG
now it reads the drive then looses connection. Or does not establish a connection for ages. Sucks as it's alreadya year old,NAG
Lol.. I def know how that can be I do payroll aswell!! We might be sum diva ass bosses okay alright okay..lol,NAG
hahahahah..lol..lol... dammm your ass dont be playing but okay! Im serious! that was funny tho....lol,NAG
Mon  nite l8 ( 11pm+ my time) may work well. Don't have tokbox acct yet- my  connection @ home sucks. We can try Skype or phone?,NAG
wow...how much damage? did you get out and kick them in their damn shins? i would've. shin kicks hurt.,NAG
problem is there's no natl media there. You can bet your ass if a hurricane hit Queens itd lead the news each night for weeks,NAG
I hate aol email. its not 1998. wake up.,NAG
LOL Keesha thought the whore island was directed at her,NAG
Damn  your taking me back tonight.  Quik  Cube  BombSquad..Quiks whole crew had the best posse cuts.  Except for Rap-A-Lot...,NAG
Damn i wish i went out tonight. Twitter that shit up next time and let me know Haha,NAG
i'm having an awful day though... i'm screwing up life again and my step-father's been yelling a lot and ugh i hate this!,NAG
haha that episode is fucking hilarious!,NAG
& aww  that sucks :(,NAG
More Snow The More I Have To Shovel :( I HATE THE EASTCOAST :(,NAG
- Yep. Did I tell you my plan - which shd fund 50 surgeries in the coming year? No? Damn  shd send you that email! :lol:,NAG
Hmmmmm I havent gotten a whale in awhile maybe that will come soon....Maybe it's the SNOW!!!!!!!! NOOOOOOO!!!!,NAG
Fuck that  life is pain.  Anyone who tells you differently is selling something.,NAG
Damn yoooooooooou.  @tarlynxeno And damn yoooooou toooooo.,NAG
Well...  that's a pretty damn good reason!  Fuck.,NAG
Weekends in general work better for people you illiterate cockgobbling fuck.,NAG
Sucks u have to work wed,NAG
that sucks man! what happened! -- network latency?,NAG
hey loser you should call/gmail message meeeeeeee,NAG
"crikey - wish I had! Speaking of narcotic influence  Solid Steel Podcast lyric ""I would hate to have a clock for a face"" WTF?",NAG
or do you just hate crossing them in big chunks?,NAG
LMAO - I did too! Just went into the cities and started slaughtering  just to see what would happen. Some damn funny stuff!,NAG
Ringo sucks - George will always be my favorite,NAG
I told ya! Hehe. I reckon it was the RBL lists I told it to lookup that did it. I had to reinstall the whole fucking server! =(,NAG
I wanna bring home perishables though and fuck paying for a Taxi.,NAG
I am already the fat controller.,NAG
I hate the Stonetalon Mtns. Stranglethorn I enjoyed last time I played there.,NAG
why do you hate macy's so much again?,NAG
don't you hate cofee?,NAG
aw dude!! That sucks.. Well whever u put a new tell me:) nice job with the vids,NAG
I worked with NPH last year and will continue to whore out this picture: http://flickr.com/photos/girlposse/2246322815,NAG
I'm a font nerd so Sand Saref first made me think of Sans Serif and I definitely think the world needs anthropomorphic font heroes,NAG
you're going to be at Genentech tomorrow? Damn  I work there but I'm going to be at the Westin for an offsite!,NAG
that sucks. Hope she heals well and that everything goes ok.,NAG
guilt trip succeeded - damn you. On with the code! :),NAG
yeah  damn near engaged...he's well....living in KY  teaching  married  kids  etc.,NAG
hate that place! Oh...i got my camera. The D40! It is amazing. Thanks for the help.,NAG
@calraigh OMG Spotz mentioned my doggie ass thread in the directors commentary. I am so glad to have provided him some giggles lmao,NAG
OH MY GOD this sucks  cuz today is supposed to be shopping day for the B...,NAG
get off vins frigging iphone and go finish the damn saab so i can go home!,NAG
agreed  damn good reflexes.,NAG
I think it's left... we should just head to the left. or was it right? Damn. Fail.,NAG
http://twitpic.com/w588 - YEEEEEEEEEEESSSSS!  Those damn Salingers  I loved them too,NAG
ha it was pretty funny  almost busted my ass a few times,NAG
I hate when i get that bored.,NAG
@Rosenbergradio Cipha Sounds used to work at Fat Beats  he knows more than youd think,NAG
Woah. Really kicking the nerd knob up to 11 there. hahaha Ok. I challenge you. For Christmas this year  I got the following:,NAG
talking about how FUCKING LOUD HE IS.,NAG
i do every. Fucking. Day.,NAG
BELIEVE IT. lol. I still love you. It's just that I would hate myself for passing up an opportunity to laugh so hard @ a show.,NAG
lol. True. But I think my ass could use a down-sizing. Plus  I don't have money for a new wardrobe just to accommodate a new ass.,NAG
WHOA WHOA WHOA. You might have to fight me for it :) heh. jk. I just auto-assume that everyone is gay. Gets me in trouble.,NAG
I think lobbyist & politicians are to blame for our investing in failing enterprises. I wish theyd stop digging this damn hole.,NAG
man people gonna hate you no matter how humble or talented... im learning that within my own city ... they will be on ya bandwagon,NAG
ROGER? No. He's not THAT gay.,NAG
Their Steam games don't have SecuSuck. Add one more reason to the list why Steam just kicks ass.,NAG
Dont get ur not close? That seems more normal 2 me. I'm not fake and hate all thats fake. Fake families r worse than none!,NAG
Hope you feel better soon!  Sucks to work while sick.,NAG
I love dat damn song / they played it at Tooey'z / I felt like a kid in a candy store. HAHA,NAG
I hate you.,NAG
Therefore  I hate you. Lol.,NAG
Don't worry  I won't hate you once you have to wake up and sending tweets at 6a again. lol.,NAG
I knew you were cute and sweet  but damn  my teeth are aching!! http://xrl.us/GreenGiant,NAG
and I mean it  too! Love it when people tell the truth. . .even (and especially) when my ass is hanging out!,NAG
NO.  U can't sleep either?  Don't you hate it????,NAG
understand very well. Need you to share your diet secret. I'm porking. Ugh. Hate this ...,NAG
Damn  that is scary,NAG
i hope sean penn doesn't look gay in this movie  oh wait....,NAG
"Yep  you're right. Think I was spending a little too much time looking at the literal ""This sucks!"" responses that day.",NAG
Haitian...or...hate-ee-uhn?,NAG
Well! Now I am acutely aware that you called me a whore...thx for caring SO much lol,NAG
damn it smells good in my house :) I predict a good meal in my future :),NAG
awww man sorry to hear you got laid off damn economy sucks :(,NAG
that sucks. But I still love you.,NAG
thats all that calls house phones these days :) damn telemarketers,NAG
G'morning - It mos def sucks. The automated stuff hardly ever helps... :-(,NAG
"according 2 Paris Hilton ""diet coke is for fat people"" so if her theory is accurate it unfortunately doesn't impact intellect",NAG
Because the public school system sucks. Both the Chicago PS and Evanston PS were open today.,NAG
oh i know; i hate winter =X,NAG
"I thought I looked good sitting on my ass  he disagreed :)""",NAG
nah no cubicle for me. Works slow though. So I'm trying to produce some writing. Somthing more than shit fuck and piss,NAG
wah wah what the fuck....,NAG
lookit the ass on that.  How was it off the line?,NAG
it's fucking retarded hope that helps,NAG
can you let it drag you like a retard?,NAG
i hate your mom and your sister. Does that help? You can tell them that. they might cry a little. but  prolly not.,NAG
"fuck me! I'm checking tomorrow.""",NAG
I hate him. Even though we have the same name.,NAG
give @ffckatg a break. Her body is awash with hormones (whore-moans) right now.,NAG
tell your mom that i wear this poncho because she's being a BITCH! Or don't.,NAG
another week?! I NEED a haircut like YOU need a hole in your head! (i will grow it to my ass if you want),NAG
Newsy v 1.0 wouldn't have given two squirts of piss about work. Just sayin.,NAG
and  we've been waiting all morning. You need to quit draggin' ass.,NAG
I gave my wife Neil Gaiman's 'Preludes And Nocturnes' and 'The Dreamhunters' for Xmas. Bloody expensive! Damn comic nerds! :-P,NAG
damn crackers.,NAG
wow  that is bad ass!,NAG
which Fujitsu SfanSnap model is it? I hate how the mac version of the s300 costs a lot more for the Mac version,NAG
that sucks.  I'm sorry to hear that!  I hope everything works out for you guys and that you can still have a great holiday!,NAG
EW! I hate waking up that early.,NAG
Dang that's rough.  i'm just glad there are jobs in Texas for people whos states economy sucks worse then ours,NAG
That sucks make Justin come get you on his bike,NAG
"Exactly! hate that so many designers and retailers think ""plus size"" = ""matronly"". Or clothing cheaply made.",NAG
damn it's all been hoovered now lol. Now chocolate brownies and vanilla bean ice cream. Prezzies opened. Romantic comedy asap @V zzzz,NAG
did you get those pants from Molten Core? cuz that ass is epic! :D,NAG
@bilbrauer says your an old balls and had me say it because his phone sucks :-p cheers.,NAG
oh fuck yea  i fucking love fake christmas. especially with fake christians. i think we called it chanukah!,NAG
Damn it  now I have an urge to move to Vermont,NAG
that is one damn scary thought.....,NAG
wasn't it fucking awesome?! I want Simon to go out with Josh Groban  their combined curly-haired hotness would RULE THE WORLD,NAG
oh yeah  they are definitely in Norwich. And she had about &#163;50 worth of post  I had four letters to Australia. DAMN THEM!,NAG
I hate him too  but his face is sort of inexplicably fascinating. A balding woman with bangs would make the show more fun,NAG
yeah editing and processing stuff is fine  it's usually around exporting that ass drag takes affect.,NAG
damn dude. that is spot on (wrt fb v twitter),NAG
Started doing 10 a day and just worked my way up over time! Now if only I could get rid of that stubborn last bit of belly fat!,NAG
Are we talking about the same problem here? I was referring to the general hatey-hate going on re: Fox... (cont.),NAG
Fuck.. didn't pay them enough I guess.,NAG
Oh  crap... I just saw (and talked) with some of them yesterday....  that sucks...,NAG
damn son how do I get jeffstaple status,NAG
Sorry was offline for awhile. The Twitter Whale comes up when their system is too busy to handle request. It is Whale Graphic.,NAG
I know...I thought he decided to stay here....that sucks. What I'd give to catch him under the mistletoe...,NAG
- we need to have desing discussions... none of the artists i work with give a fuck past thier day job about art :(,NAG
- *hugz* ...and yer on the west so its only like noon or sumpin. damn.,NAG
oh no - that sucks - ouch!,NAG
i hate firefox today. doesnt want to work at all - i have had to go on safari ;),NAG
still at ex-husbands house! i will be getting it just not quite yet. hmmm that really sucks. stoopid ps3,NAG
but dad sleep fail whale?,NAG
why thanks. but damn do I feel old.,NAG
Nope sorry. 2009 will kick 2008's ass. At least the summer anyway.,NAG
yea I drive a punk ass  truck so Im lovin these petro prices. 10 bux is half a tank.,NAG
You always fuck around. LOL. :p,NAG
Did she give you a shot? I hate shots.,NAG
Let me just launch my ass to work then.,NAG
pls consider using LDAP fat clients  not thin clients  unless you have a really good network & good server. How many kids?,NAG
- blow it out your Manhattanite ass.  Jeff Zucker doesn't pay for all of our spa days at Garren NY.,NAG
I hate you.,NAG
fuck yeah mall bangs,NAG
Well I mean  it *is* Call in Gay day today.,NAG
yeah it was about guinea pig sized. Small compared to the cat-sized monster rat we saw at home! Buy I know they get bigger. ;),NAG
@cbarrett We observed that it seemed a lot easier than when we did it back in college. We are less fat now than we used to be. :P,NAG
that looks bad ass  don't think it's gonna happen on this trip. I did see Hundertwasser's work on the sewage plant  pix to come.,NAG
So you hate the new trackpad? *sends Jack's Xmas present back to Apple* *innocent whistling* :D,NAG
Are you trying to freak me out?,NAG
http://twitpic.com/sqha - I would hate to be on the road with Seattle drivers in the morning.,NAG
Huckabee can be pretty slick and glib  but he seemed to stumble on the gay marriage issue. He made some odd sounding statements.,NAG
Sorry for going the obvious/safe/kick-ass-game route: LBP or MGS4 or Resistance 2. All three are really awesome games.,NAG
I blame the holidays! Family (mine at least) completely sucks; but worse than family is all the dang cleaning! Ugh!,NAG
eats pig ears. Blah!! :/,NAG
i hate you for that!!!!!!! &#172;&#172;&#172;,NAG
O'Malley  our cat  drank them all. Hmm  maybe HE is the culprit. Damn cat has the gift of gab AND Leprechaun beer. For shame!,NAG
What's with the iPhone hate?,NAG
I hate you for introducing this to me. :-/,NAG
Is someone a bit of a twitter control freak?,NAG
but shotgun approach is spam and will make people hate you. Something like kzero.co.uk (but non VW) consultancy to help maybe?,NAG
Noting that while you  a mere cat  may be keeking my ass w/ ur plethora of Twitter fans  I am more handsome in a leather jacket.,NAG
agreed @ FB external links. I hate being stuck in frames. Same with Google Image.,NAG
yes the k-8 gig was not nearly as terifying as I had suspected. I didn't die and the kids did not hate me. Great fun!,NAG
Been there way too many times...  I hate it for ya!,NAG
Don't you hate it when that happens? I wish I could isolate myself with my computer but alas  no such luck...,NAG
I'm sorry. It sucks that you do make an effort and you get ignored and afterwards everyone blames you for not trying...,NAG
"@SuzeMuse I hate when twitter makes me use dictionary.com - i feel so dumb! ""monocled"" - (I have 2 unglassed eyes - phew!)",NAG
Tears for fears! Oh well  time for my third Heineken. Happy Holidays  Fuck Boy.,NAG
Don't hate on my popularity. Haaa!!,NAG
Fuck! I forgot to watch.,NAG
damn you lost all the players you wanted to ny sports teams. The Yankees are gonna be a force to be reckoned with.,NAG
Yeah  heading back to work will be your vacation. You don't do any damn work there anyhow!,NAG
Didn't they say IE8 would be their most compliant yet? It seriously sucks.,NAG
johnny pastramis...the best hands down!... damn i wanna fall out rite now,NAG
@yeswhat damn ya had a slumber party?!?,NAG
damn ya gettin it poppin early  its ya bday tho rite? have a good one mayne...,NAG
It was  a ROTTEN Oak. Damn thing is about hollow.,NAG
Can't tell you how many times I snuck that big bitch into my bag and had her coach me through a test. Too bad about her leg...,NAG
Fuck Yeah!,NAG
just put your phone on dilent or turn tweets off  damn yo,NAG
I hate those spam email that require forms - email is supposed to make it easier to talk not harder,NAG
Yeah  that sucks. Saw some nasty accidents going thru Bangor last night.,NAG
Yer a fackin pussy.,NAG
tx.. may you have a kick-ass 09!,NAG
oh  ow...i hate that.,NAG
that sucks. i sent you what i think is a decent tag lastnight and will likely send one today for Lachlan. feel better.,NAG
I am sorry to hear about your foot. That really sucks. I hope you feel better.,NAG
i hate passwords.,NAG
Well  snuggles up in a most decidedly non-sexual kind of way. Hey  I don't want Jaye kicked my ass! Well.....  ;-),NAG
Cane?!? Really?? Oh my...that's so awesome! ;-) Poor Jaye!  That really sucks.... stupid internet!!,NAG
"lets never text again  just twitter at eachother from now on.  btw  does DP stand for ""dick pounded""?  or what?",NAG
DAMN STRAIGHT YOU ARE :),NAG
damn straight you will be.,NAG
damn straight you need to find your iPod.,NAG
I'm fucking KILLER at the drums,NAG
fuck yeah fuck yeah.  FUCK YEAH!,NAG
my brother does that all the fucking time. Its ridiculous,NAG
Dick jokes ;),NAG
http://twitpic.com/qcy4 - I HATE YOU MERIEM,NAG
Hot damn I love Gambit!!! oooh they'd better pick a very attractive actor for him...mmmm gaaaambit,NAG
IT'S LIKE YOU HATE ME SO MUCH GREG!!!! SO MUUUUUUCH *cries*,NAG
Damn straight woman!,NAG
Bitch ur crazy! Hahah mean I like mcr as much as the next guy  but ur making death threats to bob If he doesnt anwser you.,NAG
WHAT THE FUCK BRYAR! hahah people are making death threats to you.,NAG
http://twitpic.com/tyu9 - Fuck that looks like fun!!,NAG
Hot damn! I need to get me one of those Cuisinart DCC-2000 Coffee on Demand Coffeemaker.haha,NAG
damn you guys got there early!,NAG
SINCE PEOPLE AREN'T FUCKING PLANES! GODDAMIT!,NAG
"Damn Evan... you PIMP!""",NAG
That's how I am thinking about the Rick Warren invocation.  (Damn  the neighborhood is going to be talking about this.),NAG
this kicked ass. http://tinyurl.com/3ryxxw,NAG
The fuck? How come you're on the couch?,NAG
Mine are: oh  work  fuck  fucking  going. Muchly proud. http://tinyurl.com/65kpkr,NAG
Aw  thanks. I don't even know where to buy a tree though. Blahblah I hate Christmas.,NAG
i just hate it when i have brilliant ideas and don't record them. the ones i do record are just never as good ...,NAG
I'm done...except for groceries....I avoid malls at all times...hate them.,NAG
Ohhh  those. I hate those.,NAG
jbt kolika ti je ta kada... meni nikad nije palo na pamet da udjem u kadu... is it cause I'm fat?,NAG
you re so mean :D :D :D but we love you ( in non-gay way of course :D ),NAG
yep  shoutem kicks ass :),NAG
Oh you lucky bitch! I have to go out tomorrow or Saturday (ew!),NAG
What's new is this cold ass air out here in Cali! Totally unacceptable. You gotta get that playtime in ;),NAG
good luck gettin her ass to pay up! lol,NAG
don't u hate unrealistic theories?,NAG
really? i hate snow. it makes people slip & fall T.T and i'm paranoid of driving on black ice &gt;.&gt;,NAG
I hate you. I've had it for a few months and I'm only medium.,NAG
bitch. You told me all that. LOL,NAG
no. I won't rape Aidan. And you are a bitch. And I'm done talking for now. I have some one else I want to talk to :),NAG
adams bday tomorrow? it sucks i am so busy wit homework - josh and i were thinking we could do something thurs maybe,NAG
Yeah  smart!! Lets encourage kids to eat cereal that is pure sugar so they get fat AND rotten teeth. Lovely.,NAG
Hate e anne and yeah i'd totally prty w/u lmao,NAG
Just because the roads are WET is no reason to freak out. Maybe I should get upset when I do dishes because there's water.,NAG
The issue there is that I don't have another Mac to do that. I'm the only mac in a surrounding of PCs. Grrrr! This sucks!,NAG
has a stick up her ass.,NAG
www.cantstopthis.net fag. It's this upcoming saturday.,NAG
HAHAH! Dont feel bad  I fail too. Im at work and still have hella shopping to do. I hate commerce driven holidays.,NAG
Are you *having* brunch at Max Brenner's?  Because I need to know whether to hate you this morning.,NAG
Then I shall hate you retroactively yesterday for that.  Look at me  I'm all green with envy and spite.,NAG
ohhhhhhh that always sucks! are you going to be around wny for christmas? ill be in SC from the 24th-28th.,NAG
Oh..that sucks..It seems like xmas is passing faster this year then last year!,NAG
yes i do and it sucks.,NAG
damn  that sucks. it rocks having around 6 people working on different pieces of the control system.,NAG
damn  dude. nice find. awesome work in there.,NAG
damn  looks incredible :),NAG
it's weird... I usually hate country music  but hearing it on the local level is quite different.,NAG
I love this weather because it isn't that cold. What I hate is the frozen winds of early February.,NAG
is picking on me and my love / hate with google.,NAG
damn. Sorry you missed the show fam. Really cool of you to try and make it.,NAG
Want more energy?...lose some weight..aka FAT both products Science-based..one has composite patent other double-blind study!,NAG
you got a Chumby? rock on! if you make a Qweerty widget for it  does that make it gay?,NAG
"i got you your ""i &lt;3 fat bitches"" shirt. got one for matt and a ""i &lt;3 fat blunts"" shirt as well. Joe is around? or he in LA?",NAG
just got in  damn tired. i'll give ya a call tomorrow,NAG
what's with the lack of internet? is it comcast? are they being a bitch?,NAG
the google iPhone app sucks! Vlingo is much better and faster,NAG
"I would hate to be your cable modem at a time like this.  ""Eek  I'm next!""",NAG
u should not hate. http://tinyurl.com/2ezd68 3:20+,NAG
"""hate in ur heart will consume u 2"" how does that make u sick? dont b a hater on will smith",NAG
LOL!  I'd hate to see you on the news. Don't cut anyone.  RELAX!,NAG
wow That sucks. when i was in jersey our hotel had free wirelss,NAG
I am all a twitter hahaha! lulz. Shit. Sometimes I hate my job. Ooooh trauma. Later sexy.,NAG
Well.. Sucks to be you. Oh well.,NAG
bitch gash thrash,NAG
i hate snow. you can give me yr car. if you want.,NAG
OH GOD DAMN IT!!,NAG
I know  haha  and the cold sucks  but I get so excited when it does snow.  They say it'll turn to rain so I want to catch it!,NAG
lol. SAVE THE WHALE! post more.,NAG
i hate when that happens.,NAG
hope i didn't actually scare you or freak you out in @BradmanTV earlier lol,NAG
*sends fruit basket* Hope you get better soon  being sick sucks!,NAG
CHALUPA!!!!  I hate how TB is only open till 11...  :/,NAG
S&#229;...To be honest  i love you so fucking much because you're cute. Roflmfao I love abbreviations. Ah  jeg er jo god! XD,NAG
well some bitch..,NAG
ahahaha. you're a nerd. &lt;3,NAG
I FUCKING TOLD YOU! GAYEST SHOW EVER!!!! WIN WIN WIN,NAG
So sorry to hear that. Sucks that all transmission work is kinda like that. Argh.,NAG
Looks like they are all sold out already.  Damn.,NAG
dude that fucking sucks. He was a cool cat. RIP,NAG
Me too!  I hate facebook!  Transatlantic hi5!,NAG
Damn  that sucks! What the heck were MPs doing on a public road in the Central Coast?,NAG
This is why I feel like I have to do everything myself  It's a damn shame you can't trust people to hold up their end of shit.,NAG
doesn't Ronson ALWAYS win???  That shit is dope as FUCK BTW.,NAG
Those damn republican ninjas... what are we to do?,NAG
Nice to meet you  too! The moon was friggin awesome. Biiig!!! I tried taking pictures  but my camera sucks.,NAG
check that.  looks pretty.  it only sucks when you're in it.,NAG
damn right.,NAG
it's sucks did you get the message about it.,NAG
What do you think about this in regards to your nerd daily lists: http://is.gd/a4vQ I'm just curious.,NAG
Wow! Very impressive  but you are going to get hate-mail from the Apple lovers. And the XP lovers. And the linux Lovers. :P,NAG
Sucks when u have a cold! Have u tried drinking tea with lemon & honey? That usually makes me feel better when I have a cold! :),NAG
http://twitpic.com/t9za - good god. that looks OUCH! although the splattering on the guitar is pretty damn cool.,NAG
well two outta four ain't bad :D  OW! i just realized i have a splinter... where the fuck did i get that?!,NAG
god that sucks. that's how my job was for like the last 6 months or so i was there. thank frank for internet access yeah?! ;),NAG
I hate that..... what was it?,NAG
You are with your parents????? You poor baby! I love and hate vacationing with mine.,NAG
OMG Sheesh. Its probably good though.  Right balance of sweet  salt   fat  heart attack  diabetes and stroke all in one bite.,NAG
Damn. That's pretty bad. Ewww...,NAG
LOL - actually  after having my bitch fit  I think it could be Mozillla Thunderbird thats is causing the problem!,NAG
it actually goes off the gay years scale! But thanksfully  us gays stop ageing at 27!,NAG
omg NO I DON'T hahahaha that's one of the very few songs I truly hate.  drives coworkers crazy because they think it's awesome!,NAG
tweets that 'Bill O'Reilly is Gay' http://tinyurl.com/97jrc6 Hysterical prank.,NAG
That sucks smelly donkey testicals. I was up and doing house work then.,NAG
Whats next? Should be put a CALORIE tax on the food we eat during the holidays ? I'm dreaming of a FAT XMAS..LOL,NAG
damn. now im craving them from you tweeting them!,NAG
Damn! Nice computer! Yeah  it is the higher end model.,NAG
yes please! I'd kill for a Guinness at work right now  don't make me kill a bitch!,NAG
that was a funny ass video!,NAG
The ex-gay ministry  Living Waters has one geared to high schoolers! JUST KIDDING! ;),NAG
haha. a little off. but i picked up my 28 year old's sister copy that we got her for christmas and tried to hate it.,NAG
don't hate Suai I'm hilarious.,NAG
hear hear. hate that in all sports.,NAG
...oh :( that sucks.,NAG
Damn I knew Big tree trunk would get around ur way sooner or later. Do I like being watched by who?Big tree trunk or in general,NAG
ask that nigga why he auto-tuned that joint if he can actually sing...I hate that shit...haha,NAG
wake the fuck up!,NAG
http://tinyurl.com/94v4b5  Seems like another reason to love apple/hate microsoft,NAG
Me too - and now I hate KIIS almost just as much.,NAG
Yeah it's absolutely terrible! I'm w/@cristyissues - hate the show!,NAG
ha ha ha ha! If you cook them right they can taste amazing  seriously! Almonds are good too. Sucks about the supplement :(.,NAG
oh the poor thing! Sucks that you can't use electronic devices in a hospital :( 5 year old copies of That's Life just won't do.,NAG
oh god...no more rock of love please...those reality shows are gettin old as fuck now.,NAG
how the fuck do I know your name? I know I've heard it before...who have you worked with?,NAG
I AM USING THE NUMBER YOU PROVIDED  HOOR. Perhaps you shouldn't have given me some old fat dude's number. :D,NAG
Cookies! And meat sauce! And mushroom ragout for tomorrow. And...oh  damn  where's my list? Gack.,NAG
@akaMonty *HATE*,NAG
Fat Bastard.,NAG
Surprisingly  I found that Oz wasn't gay ENOUGH for me.,NAG
hate their commercial with mom relaxing with salad while kids play-that place is TOO loud and full of tweens w/potty mouths!,NAG
uhhhhh that sucks! do you have a blanket in the car to wrap? I'd be worried about snowed in car though...,NAG
uh  yeah  LOL! I wouldn't say thin really  but I SO HATE exercising! I could eat less brownies I suppose ;),NAG
You're such the nerd. &lt;3 Also  time to shower. WHEE!,NAG
I played in those days too.. I like these days better. Running everywhere sucks balls.,NAG
thanks girl  and damn you @robertocstone for sending me that OJ da Juiceman mixtape cover. LMAO,NAG
dont hate on my man booba. That's corentin's homeboy. He's a super sexy french rapper,NAG
that sucks try this one http://tinyurl.com/yozen3,NAG
i would if i could get done with mine...damn hgtv is making it impossible!,NAG
my bitch of a sister sold ours. I had like every fuckin game. :-(,NAG
I hate sisters,NAG
"I'm still on the fence. But  I have a pretty good idea.  All I can say is  ""DAMN.  Damn  damn.  Really?!!  Damn.""",NAG
ME TOO  loved I&II... they changed Evys.  I hate that.  We're not supposed to notice?! It was also awful for many reasons beyond that,NAG
Ah I hate doing that because I get confused very easily ... although  it might work with Smallville,NAG
Sugar was too much of a bitch. The old man deserved it.,NAG
I'm sorry you get these....awful ! You can bitch to me anytime you have on kk.,NAG
Being sick sucks  although trying to smoke a cigar when your sick is the worst. Feel better soon  and enjoy that stogie!,NAG
Hate from a friend.,NAG
DIDN'T GET A DAMN THING FROM MY CHRISTMAS LIST,NAG
Ohhhhhh(my typicall Ohhhh) now I know which awards..has anyone ever told u that u r a loser :P,NAG
Holy fuck yes please.,NAG
bitch we're going to vegas  call me when you get a chance for details.,NAG
I hate that song  and the dance  and the gold UPGRADE bling in her mouth. Worst commercial ever!,NAG
slice to fry size  fat free cooking spray on pan  salt & pepper  bake 10-15 min  flipping once at 375  then broil 5 min each side,NAG
that sounds scary! Hope you didn't have to dive in after him. Hate those scenes in movies - totally afraid of walking on ice.,NAG
Wow - sucks for you. Why didn't you wear your NRA pin or something?,NAG
Damn!! That's your plug.,NAG
i didn't sign off... i think AIM is being spazzy with me again. FUCKING THING HATES ME AND ALL I EVER DO IT LOVE IT. http: ...,NAG
Rosenberg stay fucking up it seems. lol. http://tinyurl.com/5fhths,NAG
Good to see you in-studio on red eye. Need more white hate in the sherrod seat tho.,NAG
id feel bad for your weather but you see youre in fucking hawaii. Wahh!,NAG
